default
fronto-parietal
fronto-parietal
default
default
default
default
cingulo-opercular
fronto-parietal
fronto-parietal
default
fronto-parietal
default
default
default
fronto-parietal
default
cingulo-opercular
cingulo-opercular
default
fronto-parietal
fronto-parietal
fronto-parietal
fronto-parietal
cingulo-opercular
cingulo-opercular
cingulo-opercular
cingulo-opercular
fronto-parietal
cingulo-opercular
cingulo-opercular
sensorimotor
cingulo-opercular
fronto-parietal
sensorimotor
fronto-parietal
sensorimotor
cingulo-opercular
cingulo-opercular
cingulo-opercular
sensorimotor
sensorimotor
sensorimotor
cingulo-opercular
sensorimotor
sensorimotor
cingulo-opercular
sensorimotor
sensorimotor
sensorimotor
sensorimotor
sensorimotor
sensorimotor
sensorimotor
sensorimotor
sensorimotor
cingulo-opercular
cingulo-opercular
cingulo-opercular
sensorimotor
cingulo-opercular
sensorimotor
default
sensorimotor
sensorimotor
sensorimotor
sensorimotor
sensorimotor
sensorimotor
sensorimotor
cingulo-opercular
default
default
sensorimotor
sensorimotor
cingulo-opercular
sensorimotor
cingulo-opercular
sensorimotor
cingulo-opercular
cingulo-opercular
sensorimotor
sensorimotor
default
default
sensorimotor
cingulo-opercular
fronto-parietal
cingulo-opercular
default
default
default
default
default
cingulo-opercular
fronto-parietal
cingulo-opercular
cerebellum
fronto-parietal
cingulo-opercular
fronto-parietal
cingulo-opercular
cingulo-opercular
fronto-parietal
default
occipital
fronto-parietal
default
cerebellum
cerebellum
default
default
cerebellum
fronto-parietal
default
fronto-parietal
default
occipital
occipital
cerebellum
cerebellum
cerebellum
occipital
default
cingulo-opercular
occipital
cerebellum
cerebellum
occipital
cerebellum
cerebellum
default
occipital
default
occipital
default
default
cerebellum
occipital
cerebellum
default
occipital
cerebellum
cerebellum
occipital
default
occipital
occipital
occipital
cerebellum
cerebellum
occipital
occipital
occipital
cerebellum
occipital
occipital
occipital
occipital
occipital
